person_id,runtime_cohort,leg_mode,planned_origin_type,planned_destination_type,planned_departure_time,route_distance,realized_departure_time,elapsed_to_48h_seconds,last_event_before_stuck,last_event_time,last_link_id,last_car_movement,last_car_movement_time,last_car_movement_link,pt_reached_stop,pt_boarded,pt_left_vehicle,pt_on_vehicle_at_cutoff,waiting_stop,destination_stop,transit_vehicle,transit_line,transit_route,already_stuck_at_43h,root_cause
"1004849",regional_background,pt,"education","home",48093.000,844.847,88486.000,84314.000,waitingForPt,88486.000,"6916.8",<none>,,"",true,false,false,false,"6916.8","6880.1","","","",true,PT_NEVER_BOARDED
"100498",munich_resident,pt,"work","home",4008.000,30159.034,61608.000,111192.000,waitingForPt,61608.000,"9673.2",<none>,,"",true,false,false,false,"9673.2","107967.2","","","",true,PT_NEVER_BOARDED
"1006808",regional_background,pt,"education","home",44730.000,1822.340,79202.000,93598.000,waitingForPt,79202.000,"102231.2",<none>,,"",true,true,true,false,"102231.2","167868.2","tr_896","XXX---162192_3","XXX---162192_3_1",true,PT_BOARDED_NOT_ARRIVED
"1010592",regional_background,pt,"work","home",35554.000,1039.722,111030.000,61770.000,waitingForPt,111030.000,"140276",<none>,,"",true,false,false,false,"140276","102549.3","","","",true,PT_NEVER_BOARDED
"1012711",regional_background,pt,"education","home",43440.000,67759.079,51675.000,121125.000,waitingForPt,51675.000,"142500.1",<none>,,"",true,true,true,false,"142500.1","102028.7","tr_42215","XXX---2272008_0","XXX---2272008_0_6",true,PT_BOARDED_NOT_ARRIVED
"1013398",regional_background,pt,"work","home",37560.000,27220.537,51730.000,121070.000,waitingForPt,51730.000,"12958.1",<none>,,"",true,true,true,false,"12958.1","106128.1","tr_21075","XXX---2268550_3","XXX---2268550_3_4",true,PT_BOARDED_NOT_ARRIVED
"1014852",regional_background,pt,"education","home",2316.000,29408.153,96950.000,75850.000,waitingForPt,96950.000,"104292.2",<none>,,"",true,false,false,false,"104292.2","102028.2","","","",true,PT_NEVER_BOARDED
"1019154",regional_background,pt,"work","home",34200.000,9138.436,86220.000,86580.000,waitingForPt,86220.000,"102065",<none>,,"",true,true,true,false,"102065","61924","tr_392","XXX---161788_2","XXX---161788_2_164",true,PT_BOARDED_NOT_ARRIVED
"1020689",regional_background,pt,"education","home",47101.000,7944.485,64678.000,108122.000,waitingForPt,64678.000,"21925.1",<none>,,"",true,false,false,false,"21925.1","3666.3","","","",true,PT_NEVER_BOARDED
"1028356",regional_background,pt,"education","home",41555.000,25735.406,47056.000,125744.000,waitingForPt,47056.000,"4088",<none>,,"",true,false,false,false,"4088","167837","","","",true,PT_NEVER_BOARDED
"1039354",regional_background,pt,"home","work",27060.000,49012.440,28187.000,144613.000,waitingForPt,28187.000,"101674.11",<none>,,"",true,true,true,false,"101674.11","106130.5","tr_183","XXX---161788_2","XXX---161788_2_47",true,PT_BOARDED_NOT_ARRIVED
"103983",munich_resident,pt,"education","home",48240.000,1806.907,88402.000,84398.000,waitingForPt,88402.000,"106091",<none>,,"",true,true,true,false,"106091","106653","tr_40386","XXX---2271998_1","XXX---2271998_1_5",true,PT_BOARDED_NOT_ARRIVED
"1044188",regional_background,pt,"education","home",69420.000,45834.879,107966.000,64834.000,waitingForPt,107966.000,"142500.1",<none>,,"",true,true,true,false,"142500.1","102334.2","tr_1241","XXX---162308_101","XXX---162308_101_0",true,PT_BOARDED_NOT_ARRIVED
"105053",munich_resident,pt,"work","home",2135.000,3925.949,33921.000,138879.000,waitingForPt,33921.000,"108742",<none>,,"",true,false,false,false,"108742","106051","","","",true,PT_NEVER_BOARDED
"1055531",regional_background,walk,"education","home",80890.000,48001.884,122234.000,50566.000,departure,122234.000,"43753",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"1057331",regional_background,pt,"education","home",38400.000,40310.477,49334.000,123466.000,waitingForPt,49334.000,"103537",<none>,,"",true,true,true,false,"103537","168871","tr_38575","XXX---2270886_3","XXX---2270886_3_5",true,PT_BOARDED_NOT_ARRIVED
"1057995",regional_background,pt,"education","home",55740.000,22896.411,59202.000,113598.000,waitingForPt,59202.000,"102023",<none>,,"",true,true,true,false,"102023","168810","tr_2029","XXX---162443_106","XXX---162443_106_24",true,PT_BOARDED_NOT_ARRIVED
"1062052",regional_background,pt,"education","home",25920.000,11228.276,61896.000,110904.000,waitingForPt,61896.000,"104298.1",<none>,,"",true,true,true,false,"104298.1","104838","tr_16825","XXX---2255012_3","XXX---2255012_3_24",true,PT_BOARDED_NOT_ARRIVED
"1065610",regional_background,pt,"work","home",12565.000,32575.200,74518.000,98282.000,waitingForPt,74518.000,"9673.2",<none>,,"",true,false,false,false,"9673.2","106077.8","","","",true,PT_NEVER_BOARDED
"1068544",regional_background,pt,"education","home",29125.000,873.884,30809.000,141991.000,waitingForPt,30809.000,"101742.1",<none>,,"",true,false,false,false,"101742.1","104818.1","","","",true,PT_NEVER_BOARDED
"1073012",regional_background,car,"work","home",77458.000,17344.916,86332.000,86468.000,entered link,133698.000,"16208",entered link,133698.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1075404",regional_background,pt,"education","home",34440.000,21539.695,41531.000,131269.000,waitingForPt,41531.000,"149427",<none>,,"",true,true,true,false,"149427","140338","tr_3417","XXX---162461_109","XXX---162461_109_15",true,PT_BOARDED_NOT_ARRIVED
"107998",munich_resident,car,"work","home",2464.000,4867.791,95727.000,77073.000,entered link,119918.000,"16208",entered link,119918.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1088332",regional_background,pt,"work","home",18540.000,10093.767,91100.000,81700.000,waitingForPt,91100.000,"106060.1",<none>,,"",true,true,true,false,"106060.1","5485.1","tr_40038","XXX---2271997_1","XXX---2271997_1_14",true,PT_BOARDED_NOT_ARRIVED
"1090153",regional_background,pt,"work","home",10300.000,5623.458,65087.000,107713.000,waitingForPt,65087.000,"108994.1",<none>,,"",true,false,false,false,"108994.1","106273.2","","","",true,PT_NEVER_BOARDED
"109045",munich_resident,pt,"work","home",50319.000,2975.253,55168.000,117632.000,waitingForPt,55168.000,"9565",<none>,,"",true,false,false,false,"9565","9573","","","",true,PT_NEVER_BOARDED
"1090480",regional_background,car,"home","work",50185.000,19301.685,50185.000,122615.000,entered link,133765.000,"419626",entered link,133765.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1091069",regional_background,pt,"work","home",17940.000,5300.049,92559.000,80241.000,waitingForPt,92559.000,"107995.1",<none>,,"",true,true,true,false,"107995.1","109954.1","tr_39638","XXX---2271996_1","XXX---2271996_1_9",true,PT_BOARDED_NOT_ARRIVED
"1092363",regional_background,pt,"work","home",31080.000,14093.446,85840.000,86960.000,waitingForPt,85840.000,"108497.1",<none>,,"",true,true,true,false,"108497.1","5797.3","tr_39478","XXX---2271996_1","XXX---2271996_1_1",true,PT_BOARDED_NOT_ARRIVED
"109533",munich_resident,car,"work","home",62906.000,9352.941,62906.000,109894.000,entered link,131183.000,"419626",entered link,131183.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1095498",regional_background,walk,"education","home",49655.000,96962.771,63897.000,108903.000,departure,63897.000,"245851",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"1098520",regional_background,pt,"work","home",15440.000,2728.361,67040.000,105760.000,waitingForPt,67040.000,"106138",<none>,,"",true,false,false,false,"106138","106056.1","","","",true,PT_NEVER_BOARDED
"1099539",regional_background,pt,"work","home",18349.000,5630.191,92303.000,80497.000,waitingForPt,92303.000,"108428",<none>,,"",true,false,false,false,"108428","106281","","","",true,PT_NEVER_BOARDED
"1102701",regional_background,pt,"work","home",10877.000,6550.114,66225.000,106575.000,waitingForPt,66225.000,"108541",<none>,,"",true,false,false,false,"108541","106051","","","",true,PT_NEVER_BOARDED
"1108860",regional_background,car,"work","home",70101.000,19810.920,73615.000,99185.000,entered link,135655.000,"419626",entered link,135655.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1109552",regional_background,car,"work","home",58388.000,21670.804,58388.000,114412.000,entered link,120480.000,"419626",entered link,120480.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1112198",regional_background,car,"home","work",48576.000,24155.153,48576.000,124224.000,entered link,134608.000,"16208",entered link,134608.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1116438",regional_background,pt,"work","home",5895.000,9606.863,78543.000,94257.000,waitingForPt,78543.000,"109045.2",<none>,,"",true,false,false,false,"109045.2","106054","","","",true,PT_NEVER_BOARDED
"1118219",regional_background,pt,"work","home",11397.000,10135.928,70507.000,102293.000,waitingForPt,70507.000,"106077.7",<none>,,"",true,false,false,false,"106077.7","5713.1","","","",true,PT_NEVER_BOARDED
"1119889",regional_background,car,"home","work",65863.000,17567.118,65863.000,106937.000,entered link,118087.000,"453133",entered link,118087.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1120236",regional_background,car,"home","work",66491.000,20020.362,66491.000,106309.000,entered link,119572.000,"453133",entered link,119572.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"112721",munich_resident,pt,"work","home",5775.000,8072.356,61991.000,110809.000,waitingForPt,61991.000,"109389",<none>,,"",true,false,false,false,"109389","106050","","","",true,PT_NEVER_BOARDED
"1127956",regional_background,car,"work","home",64911.000,14725.546,64911.000,107889.000,entered link,132872.000,"419626",entered link,132872.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1131513",regional_background,pt,"education","home",59657.000,5427.497,63211.000,109589.000,waitingForPt,63211.000,"9964.2",<none>,,"",true,true,true,false,"9964.2","157723.1","tr_1502","XXX---162424_106","XXX---162424_106_135",true,PT_BOARDED_NOT_ARRIVED
"1132671",regional_background,car,"education","home",46827.000,33024.471,76897.000,95903.000,entered link,127625.000,"419626",entered link,127625.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1137136",regional_background,car,"education","home",3856.000,22016.226,156528.000,16272.000,entered link,156789.000,"419626",entered link,156789.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"113840",munich_resident,car,"work","home",45691.000,20160.404,45691.000,127109.000,entered link,172780.000,"412257",entered link,172780.000,"412257",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1140858",regional_background,pt,"work","home",9467.000,3889.077,71216.000,101584.000,waitingForPt,71216.000,"108879",<none>,,"",true,false,false,false,"108879","106053","","","",true,PT_NEVER_BOARDED
"11464",regional_background,pt,"work","home",30400.000,10142.785,31706.000,141094.000,waitingForPt,31706.000,"168633",<none>,,"",true,false,false,false,"168633","169016","","","",true,PT_NEVER_BOARDED
"1146460",regional_background,car,"education","home",65096.000,41562.892,86649.000,86151.000,entered link,132057.000,"419626",entered link,132057.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1153751",regional_background,pt,"work","home",10166.000,5975.168,67288.000,105512.000,waitingForPt,67288.000,"108287.1",<none>,,"",true,false,false,false,"108287.1","108202.1","","","",true,PT_NEVER_BOARDED
"1153921",regional_background,pt,"work","home",4407.000,2150.143,59702.000,113098.000,waitingForPt,59702.000,"106258.1",<none>,,"",true,false,false,false,"106258.1","106382.2","","","",true,PT_NEVER_BOARDED
"1155807",regional_background,pt,"work","home",17280.000,9139.113,91880.000,80920.000,waitingForPt,91880.000,"108495",<none>,,"",true,true,true,false,"108495","6106","tr_39638","XXX---2271996_1","XXX---2271996_1_9",true,PT_BOARDED_NOT_ARRIVED
"1157698",regional_background,pt,"work","home",25560.000,844.732,86697.000,86103.000,waitingForPt,86697.000,"5973",<none>,,"",true,true,true,false,"5973","6082","tr_3075","XXX---162458_109","XXX---162458_109_28",true,PT_BOARDED_NOT_ARRIVED
"1162599",regional_background,pt,"work","home",24445.000,6012.449,99815.000,72985.000,waitingForPt,99815.000,"13324",<none>,,"",true,false,false,false,"13324","12795.12","","","",true,PT_NEVER_BOARDED
"116473",munich_resident,car,"work","home",82105.000,12961.819,90851.000,81949.000,entered link,116728.000,"453133",entered link,116728.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"116689",munich_resident,car,"home","work",67063.000,7032.571,67063.000,105737.000,entered link,120048.000,"16208",entered link,120048.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"116735",munich_resident,car,"work","home",8364.000,21415.544,121389.000,51411.000,entered link,125260.000,"453133",entered link,125260.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"117266",munich_resident,car,"work","home",4723.000,37948.966,97492.000,75308.000,entered link,118789.000,"453133",entered link,118789.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1172917",regional_background,pt,"work","home",39897.000,12816.831,49141.000,123659.000,waitingForPt,49141.000,"22112",<none>,,"",true,false,false,false,"22112","22144.6","","","",true,PT_NEVER_BOARDED
"1174029",regional_background,pt,"work","home",47700.000,13022.383,54609.000,118191.000,waitingForPt,54609.000,"167868.8",<none>,,"",true,true,true,false,"167868.8","168197.1","tr_9188","XXX---2233222_3","XXX---2233222_3_22",true,PT_BOARDED_NOT_ARRIVED
"1185004",regional_background,walk,"work","home",63520.000,98535.881,63520.000,109280.000,departure,63520.000,"417890",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"118819",munich_resident,car,"work","home",65124.000,7909.002,65124.000,107676.000,entered link,144042.000,"419626",entered link,144042.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1191459",regional_background,pt,"education","home",12969.000,29408.153,78693.000,94107.000,waitingForPt,78693.000,"104292.2",<none>,,"",true,false,false,false,"104292.2","102028.2","","","",true,PT_NEVER_BOARDED
"1191874",regional_background,pt,"education","home",41183.000,22150.823,48095.000,124705.000,waitingForPt,48095.000,"69490.2",<none>,,"",true,false,false,false,"69490.2","65628","","","",true,PT_NEVER_BOARDED
"1192681",regional_background,pt,"education","home",41621.000,18355.568,52036.000,120764.000,waitingForPt,52036.000,"65517.1",<none>,,"",true,false,false,false,"65517.1","65505","","","",true,PT_NEVER_BOARDED
"1193493",regional_background,walk,"work","home",61369.000,111675.815,61369.000,111431.000,departure,61369.000,"191647",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"1198684",regional_background,pt,"education","home",49557.000,29087.206,54346.000,118454.000,waitingForPt,54346.000,"175693.1",<none>,,"",true,false,false,false,"175693.1","156131.1","","","",true,PT_NEVER_BOARDED
"1201990",regional_background,pt,"work","home",40800.000,28607.147,60500.000,112300.000,waitingForPt,60500.000,"127244",<none>,,"",true,true,true,false,"127244","128023","tr_13393","XXX---2249910_3","XXX---2249910_3_0",true,PT_BOARDED_NOT_ARRIVED
"1215193",regional_background,pt,"education","home",60410.000,6897.739,61743.000,111057.000,waitingForPt,61743.000,"69726",<none>,,"",true,false,false,false,"69726","69738","","","",true,PT_NEVER_BOARDED
"1216978",regional_background,pt,"education","home",38609.000,21369.152,45323.000,127477.000,waitingForPt,45323.000,"176004",<none>,,"",true,false,false,false,"176004","69546.3","","","",true,PT_NEVER_BOARDED
"1220803",regional_background,pt,"education","home",38145.000,22368.277,52316.000,120484.000,waitingForPt,52316.000,"102105.1",<none>,,"",true,true,true,false,"102105.1","69546.3","tr_6125","XXX---2167616_3","XXX---2167616_3_2",true,PT_BOARDED_NOT_ARRIVED
"1228380",regional_background,pt,"education","home",49384.000,8925.612,63743.000,109057.000,waitingForPt,63743.000,"102243.2",<none>,,"",true,true,true,false,"102243.2","70654","tr_1131","XXX---162195_2","XXX---162195_2_14",true,PT_BOARDED_NOT_ARRIVED
"1229293",regional_background,pt,"home","education",57163.000,11024.518,57341.000,115459.000,waitingForPt,57341.000,"70881.2",<none>,,"",true,true,true,false,"70881.2","181967.1","tr_5457","XXX---1989749_3","XXX---1989749_3_0",true,PT_BOARDED_NOT_ARRIVED
"1229363",regional_background,pt,"education","home",57600.000,6489.177,71863.000,100937.000,waitingForPt,71863.000,"102532",<none>,,"",true,true,true,false,"102532","156780","tr_1421","XXX---162424_106","XXX---162424_106_82",true,PT_BOARDED_NOT_ARRIVED
"1229490",regional_background,pt,"education","home",40839.000,2756.723,42616.000,130184.000,waitingForPt,42616.000,"84679.1",<none>,,"",true,false,false,false,"84679.1","163082","","","",true,PT_NEVER_BOARDED
"123160",munich_resident,pt,"work","home",1488.000,6941.512,59831.000,112969.000,waitingForPt,59831.000,"108831",<none>,,"",true,false,false,false,"108831","106047.3","","","",true,PT_NEVER_BOARDED
"1237091",regional_background,pt,"education","home",52140.000,4168.346,63705.000,109095.000,waitingForPt,63705.000,"70789.1",<none>,,"",true,true,true,false,"70789.1","156844.1","tr_39029","XXX---2271035_3","XXX---2271035_3_16",true,PT_BOARDED_NOT_ARRIVED
"1237110",regional_background,pt,"work","home",35419.000,5309.763,83213.000,89587.000,waitingForPt,83213.000,"107753",<none>,,"",true,false,false,false,"107753","106951","","","",true,PT_NEVER_BOARDED
"124222",munich_resident,car,"work","home",67389.000,5879.590,67389.000,105411.000,entered link,121608.000,"16208",entered link,121608.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1243416",regional_background,pt,"work","home",35659.000,7972.396,72470.000,100330.000,waitingForPt,72470.000,"175700",<none>,,"",true,false,false,false,"175700","102104","","","",true,PT_NEVER_BOARDED
"1244281",regional_background,walk,"work","home",65862.000,81262.645,79228.000,93572.000,departure,79228.000,"168241",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"124751",munich_resident,car,"work","home",62598.000,9077.210,63167.000,109633.000,entered link,126229.000,"419626",entered link,126229.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"125894",munich_resident,pt,"work","home",5280.000,1964.109,57444.000,115356.000,waitingForPt,57444.000,"106051",<none>,,"",true,true,true,false,"106051","106264","tr_3483","XXX---162462_109","XXX---162462_109_1",true,PT_BOARDED_NOT_ARRIVED
"1259561",regional_background,pt,"home","work",80700.000,5491.665,80733.000,92067.000,waitingForPt,80733.000,"106077.7",<none>,,"",true,true,true,false,"106077.7","106104.3","tr_58683","XXX---232602_2","XXX---232602_2_2",true,PT_BOARDED_NOT_ARRIVED
"1262543",regional_background,pt,"work","home",33780.000,9658.651,50770.000,122030.000,waitingForPt,50770.000,"22821.1",<none>,,"",true,true,true,false,"22821.1","101743","tr_17081","XXX---2255041_3","XXX---2255041_3_4",true,PT_BOARDED_NOT_ARRIVED
"1262775",regional_background,pt,"education","home",28728.000,2412.661,38743.000,134057.000,waitingForPt,38743.000,"128163.2",<none>,,"",true,false,false,false,"128163.2","127378.2","","","",true,PT_NEVER_BOARDED
"1267257",regional_background,pt,"work","home",45497.000,3491.703,53965.000,118835.000,waitingForPt,53965.000,"136313",<none>,,"",true,false,false,false,"136313","136319.2","","","",true,PT_NEVER_BOARDED
"1268291",regional_background,pt,"work","home",3027.000,5527.924,71332.000,101468.000,waitingForPt,71332.000,"157646",<none>,,"",true,false,false,false,"157646","22807","","","",true,PT_NEVER_BOARDED
"1277754",regional_background,walk,"education","home",84145.000,84599.057,84145.000,88655.000,departure,84145.000,"322370",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"1296861",regional_background,pt,"education","home",48540.000,3283.317,69527.000,103273.000,waitingForPt,69527.000,"101847",<none>,,"",true,true,true,false,"101847","164899.1","tr_2436","XXX---162452_106_3","XXX---162452_106_3_9",true,PT_BOARDED_NOT_ARRIVED
"1298999",regional_background,pt,"education","home",55620.000,24513.426,57309.000,115491.000,waitingForPt,57309.000,"127280",<none>,,"",true,true,true,false,"127280","128584.1","tr_13801","XXX---2249919_0","XXX---2249919_0_0",true,PT_BOARDED_NOT_ARRIVED
"1303856",regional_background,pt,"work","home",24928.000,1069.505,96523.000,76277.000,waitingForPt,96523.000,"22874",<none>,,"",true,false,false,false,"22874","22820.2","","","",true,PT_NEVER_BOARDED
"130541",munich_resident,pt,"work","home",6782.000,6460.828,38507.000,134293.000,waitingForPt,38507.000,"106054",<none>,,"",true,false,false,false,"106054","107752","","","",true,PT_NEVER_BOARDED
"1308591",regional_background,car,"education","home",60545.000,74338.516,92069.000,80731.000,entered link,135029.000,"419626",entered link,135029.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1311438",regional_background,pt,"education","home",54420.000,3907.444,63444.000,109356.000,waitingForPt,63444.000,"140573.1",<none>,,"",true,true,true,false,"140573.1","128550","tr_35143","XXX---2269731_3","XXX---2269731_3_29",true,PT_BOARDED_NOT_ARRIVED
"131483",munich_resident,car,"work","home",68653.000,29485.958,68653.000,104147.000,entered link,161809.000,"16208",entered link,161809.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1322138",regional_background,pt,"education","home",48180.000,8543.217,58959.000,113841.000,waitingForPt,58959.000,"101829.3",<none>,,"",true,true,true,false,"101829.3","164892","tr_2425","XXX---162452_106_3","XXX---162452_106_3_3",true,PT_BOARDED_NOT_ARRIVED
"1322279",regional_background,pt,"education","home",50940.000,7271.330,72459.000,100341.000,waitingForPt,72459.000,"101829.3",<none>,,"",true,true,true,false,"101829.3","128848","tr_2430","XXX---162452_106_3","XXX---162452_106_3_8",true,PT_BOARDED_NOT_ARRIVED
"1323523",regional_background,car,"education","home",67180.000,84749.141,142736.000,30064.000,entered link,143902.000,"419626",entered link,143902.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1327907",regional_background,car,"work","home",61530.000,35516.627,61530.000,111270.000,entered link,123468.000,"419626",entered link,123468.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1329596",regional_background,pt,"work","home",4051.000,2728.361,53730.000,119070.000,waitingForPt,53730.000,"106138",<none>,,"",true,false,false,false,"106138","106056.1","","","",true,PT_NEVER_BOARDED
"1334706",regional_background,pt,"education","home",47625.000,10067.492,62898.000,109902.000,waitingForPt,62898.000,"22538",<none>,,"",true,false,false,false,"22538","102475","","","",true,PT_NEVER_BOARDED
"1335900",regional_background,car,"home","work",77215.000,21886.896,77215.000,95585.000,entered link,126028.000,"16208",entered link,126028.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1338396",regional_background,car,"education","home",77100.000,77346.481,134982.000,37818.000,entered link,142169.000,"419626",entered link,142169.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"133934",munich_resident,car,"work","home",75934.000,19866.292,75934.000,96866.000,entered link,128498.000,"16208",entered link,128498.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1341191",regional_background,car,"work","home",12430.000,29264.631,99749.000,73051.000,entered link,119374.000,"453133",entered link,119374.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1348537",regional_background,car,"work","home",9332.000,24505.711,113123.000,59677.000,entered link,121633.000,"453133",entered link,121633.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1351786",regional_background,car,"home","work",68341.000,39228.910,68341.000,104459.000,entered link,118618.000,"16208",entered link,118618.000,"16208",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1352588",regional_background,pt,"work","home",22266.000,4038.991,106520.000,66280.000,waitingForPt,106520.000,"109557.1",<none>,,"",true,false,false,false,"109557.1","106130.21","","","",true,PT_NEVER_BOARDED
"1352929",regional_background,pt,"work","home",24558.000,1102.322,84543.000,88257.000,waitingForPt,84543.000,"11108.1",<none>,,"",true,true,true,false,"11108.1","11412","tr_3256","XXX---162460_109","XXX---162460_109_13",true,PT_BOARDED_NOT_ARRIVED
"1352940",regional_background,car,"work","home",1737.000,50514.891,112225.000,60575.000,entered link,121453.000,"453133",entered link,121453.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1353294",regional_background,pt,"education","home",52059.000,3463.537,62938.000,109862.000,waitingForPt,62938.000,"20814.1",<none>,,"",true,true,true,false,"20814.1","20984","tr_7321","XXX---2183238_3","XXX---2183238_3_11",true,PT_BOARDED_NOT_ARRIVED
"1354347",regional_background,car,"work","home",75316.000,36214.483,93929.000,78871.000,entered link,117448.000,"453133",entered link,117448.000,"453133",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"135467",munich_resident,pt,"work","home",6540.000,5005.225,65261.000,107539.000,waitingForPt,65261.000,"6892.4",<none>,,"",true,true,true,false,"6892.4","7309","tr_2595","XXX---162455_109","XXX---162455_109_5",true,PT_BOARDED_NOT_ARRIVED
"1356822",regional_background,pt,"work","home",16440.000,8608.634,73040.000,99760.000,waitingForPt,73040.000,"106060",<none>,,"",true,true,true,false,"106060","106117.4","tr_40051","XXX---2271997_1","XXX---2271997_1_15",true,PT_BOARDED_NOT_ARRIVED
"1357825",regional_background,car,"work","home",80244.000,27484.560,128472.000,44328.000,entered link,140680.000,"419626",entered link,140680.000,"419626",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"1357832",regional_background,car,"work","home",1442.000,35786.706,82220.000,90580.000,entered link,172798.000,"318877",entered link,172798.000,"318877",false,false,false,false,"","","","","",true,CAR_NO_PROGRESS_OR_NETWORK_CLUSTER
"137976",munich_resident,pt,"work","home",15411.000,4175.684,67568.000,105232.000,waitingForPt,67568.000,"107981",<none>,,"",true,false,false,false,"107981","108202.1","","","",true,PT_NEVER_BOARDED
"1410507",regional_background,pt,"work","home",12652.000,16621.476,82315.000,90485.000,waitingForPt,82315.000,"71057",<none>,,"",true,false,false,false,"71057","84680.4","","","",true,PT_NEVER_BOARDED
"1413097",regional_background,walk,"work","home",73298.000,103443.662,73298.000,99502.000,departure,73298.000,"145709",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"1415258",regional_background,walk,"work","home",56992.000,157505.633,56992.000,115808.000,departure,56992.000,"294789",<none>,,"",false,false,false,false,"","","","","",true,PT_NEVER_BOARDED
"1420635",regional_background,pt,"work","home",24300.000,1516.607,57348.000,115452.000,waitingForPt,57348.000,"69779.1",<none>,,"",true,true,true,false,"69779.1","156095","tr_38942","XXX---2271027_3","XXX---2271027_3_12",true,PT_BOARDED_NOT_ARRIVED
"1423976",regional_background,pt,"work","home",62700.000,637.535,70991.000,101809.000,waitingForPt,70991.000,"101695",<none>,,"",true,true,true,false,"101695","127832","tr_112","XXX---161788_2","XXX---161788_2_19",true,PT_BOARDED_NOT_ARRIVED
"142582",munich_resident,pt,"education","home",14283.000,2415.957,74249.000,98551.000,waitingForPt,74249.000,"106480.1",<none>,,"",true,false,false,false,"106480.1","106384","","","",true,PT_NEVER_BOARDED
