runtime_cohort,root_cause,cluster_type,link_or_stop_id,transit_line,transit_route,person_count
regional_background,PT_NEVER_BOARDED,stop_or_route,"3701","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"3731","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"3799","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"3845","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"3965","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4078.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4088","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4132","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4203.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4335.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4363.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4618","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4712.6","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4714","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4799.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"4988","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"5470","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"5994","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6115","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"61910","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6250","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"62522","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"65517.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"65562.3","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"68228.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6913","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6916.8","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6932.2","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"69336","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6947","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"69490.2","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"69535","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"69726","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"6999","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"70845","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"70908.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"71054","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"71057","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7215","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7253","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7294.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7298","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7432.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7503","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7530","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7782","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7955","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"7984","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8057","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8064","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8068","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8109","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8116.4","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8340.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"84642","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"84679.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8519.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8910.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"8926","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9123.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9277","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9368.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9560.5","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9582.1","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9673.2","<none>","<none>",1
regional_background,PT_NEVER_BOARDED,stop_or_route,"9713","<none>","<none>",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101674.1","XXX---161788_2","XXX---161788_2_100",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101674.11","XXX---161788_2","XXX---161788_2_33",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101674.11","XXX---161788_2","XXX---161788_2_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101675","XXX---161788_2","XXX---161788_2_133",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101693.3","XXX---161788_2","XXX---161788_2_21",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101694","XXX---161788_2","XXX---161788_2_20",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101695","XXX---161788_2","XXX---161788_2_19",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101695","XXX---161788_2","XXX---161788_2_20",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101696.1","XXX---161788_2","XXX---161788_2_20",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101697.1","XXX---2267045_3","XXX---2267045_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101720.2","XXX---2249902_3","XXX---2249902_3_7",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101743.1","XXX---162007_2_1158070147","XXX---162007_2_1158070147_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101743.1","XXX---162007_2_1158070147","XXX---162007_2_1158070147_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101743.1","XXX---2255115_3","XXX---2255115_3_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101754","XXX---162007_2_1158069508","XXX---162007_2_1158069508_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101801.1","XXX---2270099_3","XXX---2270099_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101829.3","XXX---162452_106_3","XXX---162452_106_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101829.3","XXX---162452_106_3","XXX---162452_106_3_8",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101844.1","XXX---161788_2","XXX---161788_2_157",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101847","XXX---162452_106_3","XXX---162452_106_3_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101893.1","XXX---161788_2","XXX---161788_2_21",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101930.5","XXX---162459_109","XXX---162459_109_13",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101948","XXX---162452_106_3","XXX---162452_106_3_34",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"101948","XXX---162452_106_3","XXX---162452_106_3_7",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102023","XXX---162443_106","XXX---162443_106_22",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102023","XXX---162443_106","XXX---162443_106_24",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102027","XXX---2249595_3","XXX---2249595_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102027","XXX---2249610_3","XXX---2249610_3_22",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102028.10","XXX---162192_3","XXX---162192_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102040","XXX---2249628_3","XXX---2249628_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102040.3","XXX---2249598_3","XXX---2249598_3_4",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102065","XXX---161788_2","XXX---161788_2_164",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102065","XXX---161788_2","XXX---161788_2_53",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102066.1","XXX---1850879_2","XXX---1850879_2_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102105.1","XXX---2167616_3","XXX---2167616_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102121.2","XXX---162452_106_1","XXX---162452_106_1_39",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102131.1","XXX---162442_106","XXX---162442_106_7",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102197.2","XXX---161788_2","XXX---161788_2_36",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102197.2","XXX---2183223_3","XXX---2183223_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102231.2","XXX---162192_3","XXX---162192_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102233.1","XXX---162192_4","XXX---162192_4_25",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102236","XXX---162452_106_3","XXX---162452_106_3_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102243.2","XXX---162195_2","XXX---162195_2_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102243.3","XXX---514706_106","XXX---514706_106_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102338","XXX---162443_106","XXX---162443_106_21",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102385.4","XXX---2255043_3","XXX---2255043_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102385.7","XXX---2255043_3","XXX---2255043_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102391.1","XXX---2255042_3","XXX---2255042_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102454","XXX---161788_2","XXX---161788_2_130",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102454","XXX---161788_2","XXX---161788_2_133",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102459","XXX---161788_2","XXX---161788_2_194",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102532","XXX---162424_106","XXX---162424_106_82",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102548","XXX---2255122_3","XXX---2255122_3_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"102548.2","XXX---2255145_3","XXX---2255145_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10272","XXX---2268782_3","XXX---2268782_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10275","XXX---162461_109","XXX---162461_109_13",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10276","XXX---162461_109","XXX---162461_109_12",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10276","XXX---162461_109","XXX---162461_109_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"103537","XXX---2270886_3","XXX---2270886_3_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"103537.3","XXX---162192_4","XXX---162192_4_16",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"103537.3","XXX---162192_4","XXX---162192_4_25",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10412.3","XXX---2268775_3","XXX---2268775_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104223.5","XXX---1850865_3","XXX---1850865_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104223.5","XXX---2255153_3","XXX---2255153_3_23",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104225.1","XXX---161788_2","XXX---161788_2_170",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104227.1","XXX---161788_2","XXX---161788_2_219",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104298.1","XXX---2255012_3","XXX---2255012_3_24",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104305.1","XXX---162424_106","XXX---162424_106_10",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104345","XXX---162007_2_1158070147","XXX---162007_2_1158070147_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"104381.1","XXX---161839_2","XXX---161839_2_57",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"105224.1","XXX---2249651_3","XXX---2249651_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"105226","XXX---2249608_3","XXX---2249608_3_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10565.4","XXX---2268614_3","XXX---2268614_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106060","XXX---2271997_1","XXX---2271997_1_15",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106060.1","XXX---2271997_1","XXX---2271997_1_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106077.2","XXX---162456_109","XXX---162456_109_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106077.7","XXX---232602_2","XXX---232602_2_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106077.9","XXX---162460_109","XXX---162460_109_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106117.1","XXX---2272074_3","XXX---2272074_3_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"106130.14","XXX---162458_109","XXX---162458_109_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10681.5","XXX---2268614_3","XXX---2268614_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10681.6","XXX---2268614_3","XXX---2268614_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"107993.2","XXX---2271996_1","XXX---2271996_1_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"107995.1","XXX---2271996_1","XXX---2271996_1_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"108495","XXX---2271996_1","XXX---2271996_1_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"108497.1","XXX---2271996_1","XXX---2271996_1_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"108614.4","XXX---162461_109","XXX---162461_109_10",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10895.1","XXX---2268763_3","XXX---2268763_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"10947.2","XXX---162462_109","XXX---162462_109_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"109626","XXX---162458_109","XXX---162458_109_28",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11100","XXX---2268533_3","XXX---2268533_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11108.1","XXX---162460_109","XXX---162460_109_13",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11151.2","XXX---162433_106","XXX---162433_106_22",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11176.1","XXX---162433_106","XXX---162433_106_83",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11599.3","XXX---162459_109","XXX---162459_109_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11699","XXX---162458_109","XXX---162458_109_10",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11702.2","XXX---2268551_3","XXX---2268551_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11744.2","XXX---162452_106_3","XXX---162452_106_3_66",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11805","XXX---162459_109","XXX---162459_109_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11832.2","XXX---162429_106","XXX---162429_106_24",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11832.2","XXX---2268786_3","XXX---2268786_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11832.2","XXX---2268788_3","XXX---2268788_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11832.5","XXX---162459_109","XXX---162459_109_15",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"11993.1","XXX---162462_109","XXX---162462_109_10",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127164","XXX---2269731_3","XXX---2269731_3_15",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127218","XXX---2249902_3","XXX---2249902_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127237","XXX---2249918_0","XXX---2249918_0_8",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127244","XXX---2249910_3","XXX---2249910_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127265","XXX---2249918_0","XXX---2249918_0_8",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127280","XXX---2249919_0","XXX---2249919_0_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127374.2","XXX---2249921_0","XXX---2249921_0_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127634","XXX---2249918_0","XXX---2249918_0_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127637","XXX---2267013_3","XXX---2267013_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127791.1","XXX---2270075_3","XXX---2270075_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127929","XXX---2183232_3","XXX---2183232_3_10",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12794.1","XXX---162456_109","XXX---162456_109_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"127969.2","XXX---2183232_3","XXX---2183232_3_12",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12797","XXX---162456_109","XXX---162456_109_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12797.1","XXX---162456_109","XXX---162456_109_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12797.1","XXX---162456_109","XXX---162456_109_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12823","XXX---162456_109","XXX---162456_109_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"128471.1","XXX---2269764_3","XXX---2269764_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12853","XXX---162456_109","XXX---162456_109_12",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"128987","XXX---2270082_3","XXX---2270082_3_18",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12928","XXX---162456_109","XXX---162456_109_15",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"12958.1","XXX---2268550_3","XXX---2268550_3_4",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13063.2","XXX---162456_109","XXX---162456_109_15",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13064","XXX---162456_109","XXX---162456_109_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13154.1","XXX---2268699_3","XXX---2268699_3_4",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13155","XXX---162456_109","XXX---162456_109_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"134473","XXX---2255051_3","XXX---2255051_3_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13453.2","XXX---2268805_3","XXX---2268805_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"135837.10","XXX---2255156_3","XXX---2255156_3_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13700.1","XXX---2268700_3","XXX---2268700_3_7",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13743","XXX---162443_106","XXX---162443_106_42",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13745","XXX---162443_106","XXX---162443_106_21",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13873","XXX---2268708_3","XXX---2268708_3_17",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"138785","XXX---2255096_3","XXX---2255096_3_12",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"139254.3","XXX---2255113_3","XXX---2255113_3_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"139255.1","XXX---2255113_3","XXX---2255113_3_10",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13929.1","XXX---2268550_3","XXX---2268550_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"13960.1","XXX---2268548_3","XXX---2268548_3_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"140573.1","XXX---2269731_3","XXX---2269731_3_29",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"140573.2","XXX---2269731_3","XXX---2269731_3_33",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"142157.3","XXX---2270117_3","XXX---2270117_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"142444.1","XXX---2268635_3","XXX---2268635_3_8",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"142500.1","XXX---162308_101","XXX---162308_101_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"142500.1","XXX---2272008_0","XXX---2272008_0_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"142500.1","XXX---2272009_0","XXX---2272009_0_3",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"142500.1","XXX---2272016_0","XXX---2272016_0_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"143652","XXX---162007_2_1158069900","XXX---162007_2_1158069900_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"145277.1","XXX---2249918_0","XXX---2249918_0_9",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"145571.2","XXX---2249922_0","XXX---2249922_0_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"149427","XXX---162461_109","XXX---162461_109_15",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"149765.1","XXX---162456_109","XXX---162456_109_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"149765.4","XXX---162456_109","XXX---162456_109_12",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"164945","XXX---2183223_3","XXX---2183223_3_8",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"167865.1","XXX---2269696_3","XXX---2269696_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"167868.8","XXX---2233222_3","XXX---2233222_3_22",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"169017","XXX---2249599_3","XXX---2249599_3_33",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"175309","XXX---2269694_3","XXX---2269694_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"175512","XXX---1989745_3","XXX---1989745_3_7",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"20814.1","XXX---2183238_3","XXX---2183238_3_11",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"21938.1","XXX---2249638_3","XXX---2249638_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"22067","XXX---2249636_3","XXX---2249636_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"22081.1","XXX---2270125_3","XXX---2270125_3_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"22821.1","XXX---2255041_3","XXX---2255041_3_4",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"22824","XXX---2270732_3","XXX---2270732_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"22825.2","XXX---2270737_3","XXX---2270737_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"3547.3","XXX---2249596_3","XXX---2249596_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"3555","XXX---2270104_3","XXX---2270104_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"3958.3","XXX---2249603_3","XXX---2249603_3_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"4707.1","XXX---1850865_3","XXX---1850865_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"5108.1","XXX---2272000_1","XXX---2272000_1_8",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"5794.1","XXX---162461_109","XXX---162461_109_19",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"5973","XXX---162458_109","XXX---162458_109_28",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6046.1","XXX---162458_109","XXX---162458_109_16",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6483","XXX---162461_109","XXX---162461_109_6",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"65505.3","XXX---2270894_3","XXX---2270894_3_2",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6701.1","XXX---162460_109","XXX---162460_109_7",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6881","XXX---514706_106","XXX---514706_106_14",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6887","XXX---162455_109","XXX---162455_109_5",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6897","XXX---2268675_3","XXX---2268675_3_1",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"6902.3","XXX---2268543_3","XXX---2268543_3_0",1
regional_background,PT_BOARDED_NOT_ARRIVED,stop_or_route,"69490.4","XXX---2271029_3","XXX---2271029_3_10",1
