iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;END iterationEndsListeners;END iteration;;iterationStartsListeners;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;iterationEndsListeners;iteration
0;13:00:43;13:00:43;13:00:43;13:00:43;13:00:43;13:00:43;13:00:43;13:00:43;13:00:44;13:00:44;13:01:00;13:01:00;13:01:00;13:01:00;13:01:00;13:01:00;13:01:01;13:01:01;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:16;00:00:00;00:00:00;00:00:01;00:00:18
